ano,serie,valor
2020,dolar,5.15788844621514
2020,ipca,0.012111553784860557
2020,selic,0.36999999999999994
2021,dolar,5.395657370517928
2021,ipca,0.017290836653386453
2021,selic,0.8024999999999999
2022,dolar,5.165577689243028
2022,ipca,0.045737051792828685
2022,selic,0.4716666666666667
2023,dolar,4.995461847389558
2023,ipca,0.049558232931726905
2023,selic,0.3775
2024,dolar,5.391897233201582
2024,ipca,0.040513833992094864
2024,selic,0.3941666666666667
